Position,NAME,TEAM,GOALS SCORED,GAMES,GOALS PER MATCH,Assists_Position,ASSISTS,ASSISTS PER MATCH,Pass_Position,Completed Pass,Total Pass,Pass_Completion_Rate,Goals_Per_90,Assists_Scaled
66,MARC CARDONA,UD LAS PALMAS,3,21,0.14,137,1,0.05,371,139,181,76.79558011049724,12.857142857142856,0.2076515047177793
250,MARVIN OLAWALE AKINLABI PARK,UD LAS PALMAS,0,25,0.0,74,2,0.08,233,385,473,81.3953488372093,0.0,0.6712455617621238
250,MIKA MÁRMOL,UD LAS PALMAS,0,28,0.0,137,1,0.04,4,1785,1997,89.38407611417125,0.0,0.053120152369664414
66,MUNIR EL HADDADI,UD LAS PALMAS,3,30,0.1,137,1,0.03,186,496,611,81.17839607201309,9.0,-0.10141119997845045
250,MÁXIMO PERRONE,UD LAS PALMAS,0,24,0.0,239,0,0.0,44,987,1092,90.38461538461539,0.0,-0.5650052570227949
250,OMENUKE MFULU,UD LAS PALMAS,0,5,0.0,239,0,0.0,472,53,60,88.33333333333333,0.0,-0.5650052570227949
250,PAU FERRER BESALDUCH,UD LAS PALMAS,0,0,0.0,239,0,0.0,566,0,0,78.37037287110228,5.637926011855362,-0.5650052570227949
145,SANDRO RAMÍREZ,UD LAS PALMAS,1,19,0.05,46,3,0.16,250,369,447,82.5503355704698,4.7368421052631575,1.9074963805470426
145,SAÚL COCO,UD LAS PALMAS,1,23,0.04,239,0,0.0,46,970,1089,89.07254361799816,3.9130434782608696,-0.5650052570227949
145,SERGI CARDONA,UD LAS PALMAS,1,29,0.03,74,2,0.07,17,1224,1492,82.03753351206434,3.103448275862069,0.516714209414009
145,SORY KABA,UD LAS PALMAS,1,14,0.07,137,1,0.07,406,95,134,70.8955223880597,6.428571428571428,0.516714209414009
145,ÁLEX SUÁREZ,UD LAS PALMAS,1,24,0.04,239,0,0.0,42,957,1101,86.92098092643052,3.75,-0.5650052570227949
250,ÁLVARO KILLANE,UD LAS PALMAS,0,0,0.0,239,0,0.0,566,0,0,78.37037287110228,5.637926011855362,-0.5650052570227949
250,ÁLVARO LEMOS,UD LAS PALMAS,0,3,0.0,239,0,0.0,420,96,116,82.75862068965517,0.0,-0.5650052570227949
250,ÁLVARO VALLÉS,UD LAS PALMAS,0,30,0.0,239,0,0.0,19,1143,1448,78.9364640883978,0.0,-0.5650052570227949
250,ALBERTO MARÍ,VALENCIA CF,0,9,0.0,137,1,0.11,512,10,23,43.47826086956522,0.0,1.1348396188064682
250,CENK ÖZKACAR,VALENCIA CF,0,16,0.0,239,0,0.0,183,508,622,81.67202572347267,0.0,-0.5650052570227949
250,CRISTHIAN MOSQUERA,VALENCIA CF,0,28,0.0,239,0,0.0,37,1072,1214,88.30313014827018,0.0,-0.5650052570227949
250,CRISTIAN RIVERO,VALENCIA CF,0,0,0.0,239,0,0.0,566,0,0,78.37037287110228,5.637926011855362,-0.5650052570227949
250,CÉSAR TÁRREGA,VALENCIA CF,0,1,0.0,239,0,0.0,547,5,5,100.0,0.0,-0.5650052570227949
250,DAVID OTORBI,VALENCIA CF,0,0,0.0,239,0,0.0,566,0,0,78.37037287110228,5.637926011855362,-0.5650052570227949
66,DIEGO LÓPEZ,VALENCIA CF,3,28,0.11,14,5,0.18,207,369,550,67.0909090909091,9.642857142857142,2.216559085243272
250,DIMITRI FOULQUIER,VALENCIA CF,0,26,0.0,239,0,0.0,181,452,628,71.97452229299363,0.0,-0.5650052570227949
145,DOMINGOS ANDRÉ RIBEIRO ALMEIDA,VALENCIA CF,1,10,0.1,137,1,0.1,360,159,199,79.89949748743719,9.0,0.9803082664583537
145,FRAN PÉREZ,VALENCIA CF,1,30,0.03,26,4,0.13,224,403,503,80.11928429423459,3.0,1.4439023235026982
250,GIORGI MAMARDASHVILI,VALENCIA CF,0,30,0.0,239,0,0.0,125,356,761,46.78055190538765,0.0,-0.5650052570227949
9,HUGO DURO,VALENCIA CF,12,30,0.4,74,2,0.07,240,339,458,74.0174672489083,36.0,0.516714209414009
250,HUGO GONZÁLEZ,VALENCIA CF,0,7,0.0,137,1,0.14,521,13,16,81.25,0.0,1.598433675850813
145,HUGO GUILLAMÓN,VALENCIA CF,1,21,0.05,239,0,0.0,209,447,549,81.4207650273224,4.285714285714286,-0.5650052570227949
250,JAUME DOMÈNECH,VALENCIA CF,0,0,0.0,239,0,0.0,566,0,0,78.37037287110228,5.637926011855362,-0.5650052570227949
47,JAVI GUERRA,VALENCIA CF,4,28,0.14,137,1,0.04,141,533,716,74.4413407821229,12.857142857142856,0.053120152369664414
145,JESÚS VÁZQUEZ,VALENCIA CF,1,16,0.06,239,0,0.0,429,60,100,60.0,5.625,-0.5650052570227949
145,JOSÉ GAYÀ,VALENCIA CF,1,22,0.05,74,2,0.09,120,618,779,79.33247753530168,4.090909090909091,0.8257769141102386
47,JOSÉ LUIS GARCÍA VAYÁ,VALENCIA CF,4,30,0.13,137,1,0.03,12,1318,1616,81.55940594059405,12.0,-0.10141119997845045
250,MARCO CAMUS,VALENCIA CF,0,0,0.0,239,0,0.0,566,0,0,78.37037287110228,5.637926011855362,-0.5650052570227949
250,MARIO DOMÍNGUEZ,VALENCIA CF,0,3,0.0,239,0,0.0,553,4,4,100.0,0.0,-0.5650052570227949
250,MARTÍN TEJÓN,VALENCIA CF,0,0,0.0,239,0,0.0,566,0,0,78.37037287110228,5.637926011855362,-0.5650052570227949
145,MOUCTAR DIAKHABY,VALENCIA CF,1,14,0.07,239,0,0.0,210,475,545,87.1559633027523,6.428571428571428,-0.5650052570227949
250,PABLO GOZÁLBEZ,VALENCIA CF,0,5,0.0,239,0,0.0,505,16,30,53.333333333333336,0.0,-0.5650052570227949
250,PETER GONZÁLEZ,VALENCIA CF,0,7,0.0,239,0,0.0,485,30,46,65.21739130434783,0.0,-0.5650052570227949
66,ROMAN YAREMCHUK,VALENCIA CF,3,21,0.14,239,0,0.0,380,120,173,69.36416184971098,12.857142857142856,-0.5650052570227949
250,RUBÉN IRANZO,VALENCIA CF,0,0,0.0,239,0,0.0,566,0,0,78.37037287110228,5.637926011855362,-0.5650052570227949
250,SELIM AMALLAH,VALENCIA CF,0,17,0.0,137,1,0.06,392,118,156,75.64102564102564,0.0,0.36218285706589404
145,SERGI CANÓS,VALENCIA CF,1,20,0.05,74,2,0.1,339,165,248,66.53225806451613,4.5,0.9803082664583537
250,THIERRY RENDALL CORREIA,VALENCIA CF,0,23,0.0,74,2,0.09,111,608,805,75.527950310559,0.0,0.8257769141102386
250,YAREK GASIOROWSKI,VALENCIA CF,0,9,0.0,239,0,0.0,435,71,92,77.17391304347827,0.0,-0.5650052570227949
250,ABRAHAM DEL MORAL,VILLARREAL CF,0,0,0.0,239,0,0.0,566,0,0,78.37037287110228,5.637926011855362,-0.5650052570227949
250,ADRIÀ ALTI,VILLARREAL CF,0,11,0.0,239,0,0.0,266,334,400,83.5,0.0,-0.5650052570227949
145,ALBERTO MORENO,VILLARREAL CF,1,22,0.05,137,1,0.05,242,376,453,83.00220750551877,4.090909090909091,0.2076515047177793
5,ALEXANDER SØRLOTH,VILLARREAL CF,14,26,0.54,14,5,0.19,296,253,339,74.63126843657817,48.46153846153846,2.3710904375913873
145,ALFONSO PEDRAZA,VILLARREAL CF,1,15,0.07,74,2,0.13,273,303,381,79.52755905511812,6.0,1.4439023235026982
145,AÏSSA MANDI,VILLARREAL CF,1,14,0.07,239,0,0.0,183,572,622,91.96141479099678,6.428571428571428,-0.5650052570227949
250,BEN BRERETON,VILLARREAL CF,0,14,0.0,239,0,0.0,461,54,69,78.26086956521739,0.0,-0.5650052570227949
250,BERTRAND TRAORÉ,VILLARREAL CF,0,5,0.0,239,0,0.0,453,66,77,85.71428571428571,0.0,-0.5650052570227949
250,CARLOS ROMERO,VILLARREAL CF,0,7,0.0,239,0,0.0,416,87,119,73.10924369747899,0.0,-0.5650052570227949
95,DANI PAREJO,VILLARREAL CF,2,25,0.08,26,4,0.16,22,1276,1411,90.43231750531537,7.2,1.9074963805470426
250,DANIEL BUDESCA,VILLARREAL CF,0,0,0.0,239,0,0.0,566,0,0,78.37037287110228,5.637926011855362,-0.5650052570227949
250,DENIS SUÁREZ,VILLARREAL CF,0,4,0.0,239,0,0.0,439,76,89,85.39325842696628,0.0,-0.5650052570227949
250,ERIC BAILLY,VILLARREAL CF,0,7,0.0,239,0,0.0,341,214,246,86.99186991869918,0.0,-0.5650052570227949
250,FILIP JØRGENSEN,VILLARREAL CF,0,29,0.0,239,0,0.0,85,674,886,76.07223476297969,0.0,-0.5650052570227949
250,FRANCIS COQUELIN,VILLARREAL CF,0,12,0.0,239,0,0.0,309,270,309,87.37864077669903,0.0,-0.5650052570227949
12,GERARD MORENO,VILLARREAL CF,10,27,0.37,26,4,0.15,90,697,878,79.38496583143508,33.33333333333333,1.7529650281989277
95,GONÇALO MANUEL GANCHINHO GUEDES,VILLARREAL CF,2,9,0.22,74,2,0.22,397,118,148,79.72972972972973,20.0,2.8346844946357317
250,IKER ÁLVAREZ,VILLARREAL CF,0,0,0.0,239,0,0.0,566,0,0,78.37037287110228,5.637926011855362,-0.5650052570227949
145,ILIAS AKHOMACH,VILLARREAL CF,1,23,0.04,74,2,0.09,299,267,334,79.94011976047905,3.9130434782608696,0.8257769141102386
66,JORGE CUENCA,VILLARREAL CF,3,23,0.13,239,0,0.0,76,788,932,84.54935622317596,11.739130434782608,-0.5650052570227949
250,JORGE PASCUAL,VILLARREAL CF,0,1,0.0,239,0,0.0,547,4,5,80.0,0.0,-0.5650052570227949
27,JOSÉ LUÍS MORALES,VILLARREAL CF,6,23,0.26,239,0,0.0,388,126,166,75.90361445783132,23.478260869565215,-0.5650052570227949
145,JUAN FOYTH,VILLARREAL CF,1,12,0.08,137,1,0.08,196,477,575,82.95652173913044,7.5,0.6712455617621238
250,KIKO FEMENÍA,VILLARREAL CF,0,16,0.0,239,0,0.0,200,471,562,83.80782918149467,0.0,-0.5650052570227949
250,MANU TRIGUEROS,VILLARREAL CF,0,11,0.0,239,0,0.0,422,93,111,83.78378378378379,0.0,-0.5650052570227949
250,MATTEO GABBIA,VILLARREAL CF,0,7,0.0,239,0,0.0,313,267,298,89.59731543624162,0.0,-0.5650052570227949
250,PEPE REINA,VILLARREAL CF,0,1,0.0,239,0,0.0,502,23,31,74.19354838709677,0.0,-0.5650052570227949
250,RAMON TERRATS,VILLARREAL CF,0,14,0.0,137,1,0.07,320,240,284,84.50704225352112,0.0,0.516714209414009
250,RAÚL ALBIOL,VILLARREAL CF,0,22,0.0,137,1,0.05,50,913,1061,86.05089538171536,0.0,0.2076515047177793
95,SANTI COMESAÑA,VILLARREAL CF,2,21,0.1,239,0,0.0,179,555,634,87.53943217665615,8.571428571428571,-0.5650052570227949
250,STEFAN LEKOVIC,VILLARREAL CF,0,1,0.0,239,0,0.0,524,12,14,85.71428571428571,0.0,-0.5650052570227949
250,YEREMY PINO,VILLARREAL CF,0,7,0.0,239,0,0.0,391,131,158,82.91139240506328,0.0,-0.5650052570227949
250,YERSON MOSQUERA,VILLARREAL CF,0,8,0.0,239,0,0.0,316,240,290,82.75862068965517,0.0,-0.5650052570227949
95,ÁLEX BAENA,VILLARREAL CF,2,27,0.07,1,9,0.33,116,619,793,78.0580075662043,6.666666666666666,4.534529370464996
145,ÉTIENNE CAPOUE,VILLARREAL CF,1,28,0.04,137,1,0.04,128,655,755,86.75496688741721,3.214285714285714,0.053120152369664414
